date,id,team1,team2,score1,score2
2330254,2330254,North,ENCE,0,2
2330255,2330255,Spirit,Winstrike,2,1
2330256,2330256,Vitality,North,2,1
2330267,2330267,Vega Squadron,SJ,1,2
2330269,2330269,HAVU,Valiance,1,1
2330271,2330271,Red Reserve,Vexed,1,1
2330272,2330272,HAVU,EURONICS,2,0
2330274,2330274,Bravado,INTZ,16,12
2330275,2330275,NRG,Imperial,16,8
2330276,2330276,FURIA,eUnited,16,11
2330277,2330277,Envy,TeamOne,16,3
2330278,2330278,NRG,Bravado,2,0
2330279,2330279,Envy,FURIA,0,2
2330280,2330280,Imperial,INTZ,1,2
2330281,2330281,TeamOne,eUnited,2,0
2330282,2330282,Bravado,INTZ,0,2
2330283,2330283,Envy,TeamOne,2,1
2330284,2330284,NRG,Envy,2,0
2330285,2330285,FURIA,INTZ,2,1
2330286,2330286,Envy,INTZ,2,1
2330287,2330287,NRG,FURIA,2,0
2330288,2330288,Envy,FURIA,0,2
2330290,2330290,3DMAX,AGO,2,0
2330291,2330291,Chaos,SJ,2,0
2330293,2330293,3DMAX,Chaos,2,1
2330294,2330294,Athletico,Ground Zero,16,11
2330296,2330296,ORDER,Grayhound,16,9
2330297,2330297,Sprout,Tricked,2,0
2330300,2330300,ALTERNATE aTTaX,Copenhagen Flames,2,1
2330314,2330314,Athletico,ORDER,8,16
2330318,2330318,AGO,Sprout,0,2
2330319,2330319,Tricked,Red Reserve,0,2
2330320,2330320,forZe,LDLC,16,9
2330335,2330335,LDLC,Vexed,0,2
2330338,2330338,Astralis,Complexity,16,3
2330339,2330339,fnatic,Cloud9,7,16
2330340,2330340,Liquid,Luminosity,16,11
2330341,2330341,FaZe,Ghost,14,16
2330342,2330342,Astralis,Cloud9,16,9
2330343,2330343,Complexity,fnatic,14,16
2330344,2330344,Liquid,Ghost,16,8
2330345,2330345,Luminosity,FaZe,8,16
2330346,2330346,Cloud9,fnatic,14,16
2330347,2330347,Ghost,FaZe,16,13
2330348,2330348,Astralis,Ghost,2,0
2330349,2330349,Liquid,fnatic,2,1
2330350,2330350,Liquid,Astralis,2,1
2330358,2330358,Sprout,HAVU,2,0
2330359,2330359,Red Reserve,3DMAX,1,1
2330360,2330360,AGO,Vexed,2,0
2330363,2330363,AGO,Epsilon,11,16
2330364,2330364,Tricked,3DMAX,0,2
2330365,2330365,LDLC,EURONICS,1,1
2330367,2330367,Vexed,Tricked,1,1
2330382,2330382,Ground Zero,Chiefs,6,16
2330387,2330387,Mythic,Luminosity,7,16
2330396,2330396,AGO,Red Reserve,1,1
2330397,2330397,LDLC,Red Reserve,0,2
2330399,2330399,ALTERNATE aTTaX,EURONICS,2,0
2330400,2330400,EURONICS,Red Reserve,0,2
2330402,2330402,Sprout,Vexed,2,0
2330403,2330403,LDLC,Valiance,0,2
2330404,2330404,3DMAX,EURONICS,2,0
2330405,2330405,Valiance,HAVU,1,1
2330408,2330408,Valiance,Movistar Riders,14,16
2330417,2330417,AGO,Virtus.pro,14,16
2330419,2330419,forZe,AGO,16,14
2330420,2330420,LDLC,Windigo,0,2
2330421,2330421,Windigo,EURONICS,2,0
2330422,2330422,HAVU,AGO,0,2
2330434,2330434,FaZe,Cloud9,0,2
2330435,2330435,BIG,Complexity,2,0
2330436,2330436,FaZe,Complexity,2,0
2330437,2330437,Cloud9,BIG,2,0
2330438,2330438,FaZe,BIG,2,1
2330439,2330439,Cloud9,FaZe,1,2
2330443,2330443,Athletico,Paradox,8,16
2330447,2330447,Paradox,Athletico,2,0
2330452,2330452,Chaos,Vitality,6,16
2330454,2330454,Izako Boars,Sprout,12,16
2330466,2330466,Tricked,DreamEaters,2,0
2330467,2330467,Valiance,Sprout,16,10
2330482,2330482,Izako Boars,AGO,16,13
2330483,2330483,ENCE,Movistar Riders,10,16
2330491,2330491,AVANT,Ground Zero,2,1
2330494,2330494,AVANT,Chiefs,13,16
2330496,2330496,ORDER,AVANT,16,13
2330498,2330498,AGO,Spirit,16,5
2330500,2330500,AGO,Vitality,11,16
2330501,2330501,Virtus.pro,Vitality,2,16
2330502,2330502,forZe,Spirit,16,19
2330504,2330504,LDLC,Sprout,8,16
2330506,2330506,Valiance,ENCE,1,0
2330508,2330508,AGO,ENCE,10,16
2330511,2330511,ALTERNATE aTTaX,LDLC,0,2
2330512,2330512,3DMAX,Sprout,1,1
2330514,2330514,HAVU,Tricked,0,2
2330522,2330522,Chaos,Syman,2,0
2330527,2330527,Epsilon,Spirit,16,7
2330532,2330532,Windigo,Sprout,1,1
2330534,2330534,HAVU,Windigo,0,2
2330535,2330535,ALTERNATE aTTaX,Tricked,2,0
2330538,2330538,Vexed,AGO,0,2
2330541,2330541,Valiance,3DMAX,1,1
2330542,2330542,AGO,LDLC,1,1
2330543,2330543,Valiance,Windigo,1,1
2330546,2330546,SJ,DreamEaters,1,2
2330548,2330548,FURIA,Spirit,17,19
2330549,2330549,Heroic,Winstrike,10,16
2330550,2330550,Kinguin,pro100,3,16
2330551,2330551,Virtus.pro,Gambit,16,12
2330553,2330553,Syman,DreamEaters,2,0
2330555,2330555,Izako Boars,Vitality,4,16
2330558,2330558,Nemiga,Syman,2,1
2330566,2330566,Kinguin,Gambit,2,1
2330567,2330567,FURIA,Heroic,2,1
2330573,2330573,Endpoint,3DMAX,11,16
2330574,2330574,Sprout,LDLC,16,7
2330575,2330575,OpTic,pro100,16,8
2330578,2330578,Windigo,Kinguin,17,19
2330581,2330581,Winstrike,Sprout,16,11
2330582,2330582,OpTic,Kinguin,25,22
2330583,2330583,3DMAX,Valiance,6,16
2330588,2330588,Denial,TeamOne,12,16
2330592,2330592,Swole Patrol,Singularity,4,16
2330595,2330595,INTZ,TeamOne,16,19
2330598,2330598,Singularity,eUnited,1,2
2330604,2330604,forZe,Winstrike,2,0
2330605,2330605,Valiance,OpTic,2,1
2330607,2330607,Spirit,Winstrike,19,17
2330608,2330608,Virtus.pro,pro100,16,4
2330609,2330609,FURIA,Winstrike,2,1
2330610,2330610,Kinguin,pro100,1,2
2330614,2330614,forZe,pro100,2,0
2330615,2330615,Syman,Tricked,0,2
2330617,2330617,AGO,Epsilon,2,0
2330619,2330619,3DMAX,ALTERNATE aTTaX,2,0
2330621,2330621,ENCE,SJ,2,0
2330622,2330622,ALTERNATE aTTaX,HAVU,1,2
2330626,2330626,SJ,ALTERNATE aTTaX,2,0
2330627,2330627,ENCE,HAVU,2,0
2330629,2330629,DreamEaters,Chaos,2,1
2330632,2330632,OpTic,Virtus.pro,2,0
2330633,2330633,BIG,Spirit,2,1
2330634,2330634,HellRaisers,FURIA,2,0
2330635,2330635,Vitality,pro100,2,0
2330641,2330641,AVANGAR,HAVU,2,0
2330642,2330642,Winstrike,Chaos,2,0
2330644,2330644,BIG,HellRaisers,0,2
2330645,2330645,Natus Vincere,Heroic,1,2
2330646,2330646,AVANGAR,North,1,2
2330647,2330647,OpTic,Vitality,0,2
2330648,2330648,HellRaisers,Vitality,0,2
2330649,2330649,Heroic,North,1,2
2330650,2330650,Natus Vincere,AVANGAR,2,1
2330651,2330651,Heroic,Natus Vincere,0,2
2330652,2330652,North,Natus Vincere,2,0
2330654,2330654,Tricked,Heroic,17,19
2330658,2330658,Sprout,Gambit,2,16
2330665,2330665,Singularity,Mythic,16,11
2330668,2330668,Denial,TeamOne,2,16
2330670,2330670,INTZ,Singularity,16,10
2330672,2330672,Swole Patrol,INTZ,2,0
2330675,2330675,Imperial,W7M,14,16
2330677,2330677,paiN,DETONA,14,16
2330682,2330682,Chiefs,Paradox,16,5
2330685,2330685,3DMAX,Izako Boars,16,5
2330688,2330688,Gambit,Heroic,16,13
2330690,2330690,OpTic,Gambit,2,0
2330691,2330691,pro100,Syman,2,1
2330692,2330692,3DMAX,Windigo,1,1
2330694,2330694,3DMAX,HAVU,1,1
2330695,2330695,Tricked,AGO,2,0
2330698,2330698,Sprout,Spirit,16,11
2330699,2330699,AGO,Movistar Riders,8,16
2330701,2330701,forZe,Tricked,2,0
2330703,2330703,Sprout,Movistar Riders,19,15
2330707,2330707,LDLC,ALTERNATE aTTaX,8,16
2330714,2330714,Chaos,pro100,2,1
2330715,2330715,ALTERNATE aTTaX,Red Reserve,0,2
2330716,2330716,HAVU,LDLC,1,1
2330718,2330718,AGO,Valiance,0,2
2330719,2330719,Tricked,pro100,2,0
2330721,2330721,Sprout,EURONICS,1,0
2330723,2330723,Vexed,LDLC,1,1
2330726,2330726,Tricked,Sprout,1,1
2330729,2330729,AGO,HAVU,2,0
2330731,2330731,HAVU,Vexed,1,1
2330736,2330736,Denial,TeamOne,17,19
2330741,2330741,Mythic,Denial,16,11
2330744,2330744,DETONA,Isurus,0,2
2330745,2330745,Sharks,W7M,1,2
2330750,2330750,North,3DMAX,0,2
2330751,2330751,OpTic,G2,0,2
2330752,2330752,HellRaisers,forZe,2,1
2330753,2330753,Valiance,BIG,1,2
2330754,2330754,G2,3DMAX,1,2
2330755,2330755,OpTic,North,1,0
2330756,2330756,OpTic,HellRaisers,2,1
2330757,2330757,BIG,3DMAX,2,1
2330758,2330758,OpTic,G2,0,2
2330759,2330759,3DMAX,G2,0,2
2330760,2330760,BIG,G2,3,0
2330762,2330762,eUnited,Luminosity,2,0
2330763,2330763,Envy,Swole Patrol,0,2
2330765,2330765,Ghost,eUnited,0,2
2330767,2330767,Ghost,Envy,2,0
2330768,2330768,eUnited,Swole Patrol,0,2
2330769,2330769,Ghost,Luminosity,2,1
2330770,2330770,eUnited,Ghost,2,0
2330771,2330771,Swole Patrol,eUnited,3,0
2330772,2330772,Swole Patrol,Complexity,2,1
2330773,2330773,Complexity,Luminosity,1,2
2330775,2330775,BIG,HellRaisers,2,1
2330776,2330776,Valiance,forZe,1,2
2330777,2330777,G2,forZe,2,1
2330781,2330781,Chaos,Nemiga,2,1
2330784,2330784,Windigo,3DMAX,0,2
2330785,2330785,Epsilon,HAVU,2,0
2330793,2330793,Epsilon,AGO,1,2
2330795,2330795,AVANGAR,Chaos,2,0
2330797,2330797,Renegades,AVANGAR,16,8
2330798,2330798,fnatic,ViCi,9,16
2330799,2330799,TYLOO,Vitality,16,8
2330800,2330800,Cloud9,Grayhound,16,11
2330801,2330801,ENCE,Spirit,16,10
2330802,2330802,G2,Vega Squadron,16,14
2330803,2330803,FURIA,NIP,6,16
2330804,2330804,Winstrike,NRG,9,16
2330805,2330805,Vega Squadron,Spirit,16,14
2330806,2330806,Vitality,Grayhound,19,17
2330807,2330807,AVANGAR,FURIA,16,14
2330808,2330808,fnatic,Winstrike,11,16
2330809,2330809,Cloud9,TYLOO,3,16
2330810,2330810,ENCE,G2,16,6
2330811,2330811,NIP,Renegades,13,16
2330812,2330812,NRG,ViCi,16,6
2330813,2330813,G2,AVANGAR,10,16
2330814,2330814,Vitality,Vega Squadron,16,1
2330815,2330815,Cloud9,ViCi,6,16
2330816,2330816,NIP,Winstrike,6,16
2330817,2330817,ENCE,Renegades,0,2
2330818,2330818,NRG,TYLOO,2,0
2330819,2330819,fnatic,Grayhound,2,0
2330820,2330820,Spirit,FURIA,0,2
2330821,2330821,Vitality,ViCi,2,0
2330822,2330822,TYLOO,AVANGAR,0,2
2330823,2330823,ENCE,Winstrike,2,1
2330824,2330824,NIP,Vega Squadron,2,1
2330825,2330825,G2,fnatic,2,1
2330826,2330826,Cloud9,FURIA,2,1
2330827,2330827,NIP,ViCi,2,1
2330828,2330828,G2,TYLOO,2,1
2330829,2330829,Cloud9,Winstrike,2,0
2330831,2330831,Winstrike,HAVU,2,1
2330835,2330835,HAVU,pro100,0,2
2330836,2330836,AVANGAR,Windigo,0,2
2330843,2330843,3DMAX,Tricked,2,1
2330847,2330847,Imperial,Sharks,0,2
2330848,2330848,paiN,DETONA,0,2
2330866,2330866,Nemiga,DreamEaters,0,2
2330870,2330870,DETONA,W7M,0,2
2330871,2330871,Isurus,Sharks,2,0
2330877,2330877,Winstrike,Tricked,2,0
2330887,2330887,AVANT,Athletico,16,2
2330909,2330909,Chaos,ALTERNATE aTTaX,17,19
2330912,2330912,Izako Boars,forZe,10,16
2330913,2330913,Virtus.pro,ALTERNATE aTTaX,16,13
2330915,2330915,AGO,LDLC,16,12
2330918,2330918,Sprout,ENCE,16,14
2330922,2330922,Tricked,pro100,2,0
2330934,2330934,ALTERNATE aTTaX,Vexed,2,0
2330935,2330935,Sprout,3DMAX,1,1
2330936,2330936,HAVU,ALTERNATE aTTaX,0,2
2330938,2330938,Vexed,Sprout,0,2
2330939,2330939,Red Reserve,Sprout,1,1
2330941,2330941,Tricked,Valiance,0,2
2330942,2330942,Red Reserve,LDLC,0,2
2330943,2330943,Tricked,EURONICS,2,0
2330944,2330944,Windigo,LDLC,1,1
2330945,2330945,EURONICS,Windigo,0,2
2330946,2330946,Vexed,3DMAX,1,1
2330947,2330947,Windigo,Red Reserve,1,0
2330959,2330959,Ground Zero,Athletico,16,9
2330962,2330962,Athletico,Chiefs,3,16
2330965,2330965,HAVU,Chaos,2,1
2330977,2330977,3DMAX,Bpro,8,16
2330980,2330980,Chaos,LDLC,10,16
2330988,2330988,Izako Boars,Epsilon,4,16
2330989,2330989,Chaos,Movistar Riders,12,16
2330990,2330990,forZe,Valiance,16,8
2330992,2330992,Virtus.pro,Movistar Riders,16,13
2330993,2330993,LDLC,Virtus.pro,14,16
2330994,2330994,forZe,pro100,16,14
2330996,2330996,pro100,SJ,13,16
2331007,2331007,pro100,Nexus,16,2
2331011,2331011,ORDER,Ground Zero,14,16
2331017,2331017,Ground Zero,AVANT,14,16
2331022,2331022,Paradox,Chiefs,16,8
2331023,2331023,AVANT,Paradox,10,16
2331024,2331024,Chiefs,Athletico,10,16
2331039,2331039,forZe,Endpoint,2,0
2331041,2331041,Movistar Riders,pro100,2,0
2331042,2331042,ENCE,Renegades,13,16
2331043,2331043,BIG,Vitality,11,16
2331044,2331044,Natus Vincere,G2,16,7
2331045,2331045,FaZe,HellRaisers,16,4
2331046,2331046,NRG,NIP,14,16
2331047,2331047,Liquid,AVANGAR,16,12
2331048,2331048,MIBR,Cloud9,3,16
2331049,2331049,Astralis,Complexity,16,6
2331050,2331050,ENCE,HellRaisers,12,16
2331051,2331051,BIG,G2,13,16
2331052,2331052,NRG,AVANGAR,13,16
2331053,2331053,MIBR,Complexity,16,9
2331054,2331054,Natus Vincere,Vitality,25,22
2331055,2331055,FaZe,Renegades,14,16
2331056,2331056,Liquid,NIP,16,13
2331057,2331057,Astralis,Cloud9,16,0
2331058,2331058,MIBR,G2,16,12
2331059,2331059,FaZe,AVANGAR,13,16
2331060,2331060,Vitality,Cloud9,16,14
2331061,2331061,NIP,HellRaisers,16,5
2331062,2331062,Astralis,Renegades,2,1
2331063,2331063,ENCE,BIG,2,1
2331064,2331064,NRG,Complexity,0,2
2331065,2331065,Liquid,Natus Vincere,2,0
2331066,2331066,Renegades,Vitality,2,1
2331067,2331067,Natus Vincere,AVANGAR,2,0
2331068,2331068,MIBR,NIP,2,0
2331069,2331069,ENCE,G2,2,0
2331070,2331070,FaZe,Complexity,2,1
2331071,2331071,Cloud9,HellRaisers,2,0
2331072,2331072,ENCE,AVANGAR,2,0
2331073,2331073,NIP,Vitality,2,1
2331074,2331074,FaZe,Cloud9,2,0
2331075,2331075,Natus Vincere,FaZe,2,0
2331076,2331076,Liquid,ENCE,0,2
2331077,2331077,MIBR,Renegades,2,0
2331078,2331078,Astralis,NIP,2,0
2331079,2331079,Natus Vincere,ENCE,1,2
2331080,2331080,MIBR,Astralis,0,2
2331081,2331081,ENCE,Astralis,0,2
2331089,2331089,Valiance,Sprout,2,0
2331090,2331090,Valiance,Tricked,2,0
2331091,2331091,LDLC,AGO,0,2
2331092,2331092,Windigo,Tricked,1,0
2331094,2331094,Izako Boars,Movistar Riders,15,19
2331095,2331095,AGO,Valiance,7,16
2331102,2331102,HAVU,Windigo,1,2
2331115,2331115,forZe,Sprout,16,12
2331118,2331118,Izako Boars,ALTERNATE aTTaX,6,16
2331119,2331119,Sprout,Epsilon,16,5
2331122,2331122,AGO,Sprout,16,1
2331123,2331123,forZe,Chaos,16,7
2331124,2331124,Sprout,Virtus.pro,16,12
2331125,2331125,forZe,Virtus.pro,16,10
2331129,2331129,Epsilon,Valiance,16,9
2331131,2331131,Epsilon,Movistar Riders,16,10
2331132,2331132,Valiance,ALTERNATE aTTaX,2,0
2331134,2331134,ALTERNATE aTTaX,Windigo,0,2
2331136,2331136,Tricked,Windigo,0,1
2331139,2331139,Valiance,AGO,2,0
2331148,2331148,W7M,DETONA,0,2
2331154,2331154,3DMAX,Vexed,2,0
2331156,2331156,Windigo,pro100,16,7
2331161,2331161,FATE,Nemiga,0,2
2331174,2331174,Epsilon,Nemiga,0,2
2331178,2331178,W7M,DETONA,9,16
2331179,2331179,Imperial,Isurus,10,16
2331182,2331182,Luminosity,Denial,16,14
2331183,2331183,Singularity,Denial,4,16
2331199,2331199,ViCi,5POWER,0,2
2331200,2331200,Windigo,3DMAX,2,0
2331201,2331201,Valiance,LDLC,2,0
2331203,2331203,Sprout,AGO,2,1
2331205,2331205,Chiefs,ORDER,0,1
2331221,2331221,Gambit,Chaos,2,1
2331222,2331222,Epsilon,Tricked,2,0
2331239,2331239,FURIA,Denial,16,2
2331243,2331243,TeamOne,Singularity,5,16
2331248,2331248,Epsilon,Gambit,2,1
2331250,2331250,Izako Boars,Virtus.pro,16,8
2331252,2331252,Spirit,Movistar Riders,16,8
2331255,2331255,Winstrike,pro100,2,0
2331257,2331257,ALTERNATE aTTaX,Sprout,16,11
2331258,2331258,Movistar Riders,forZe,16,11
2331259,2331259,Chaos,Epsilon,7,16
2331260,2331260,Valiance,Virtus.pro,16,12
2331263,2331263,Izako Boars,Valiance,8,16
2331265,2331265,ALTERNATE aTTaX,Movistar Riders,13,16
2331267,2331267,Epsilon,Virtus.pro,16,9
2331269,2331269,forZe,ALTERNATE aTTaX,16,3
2331271,2331271,Valiance,LDLC,16,4
2331280,2331280,DETONA,paiN,2,1
2331284,2331284,Winstrike,Windigo,0,2
2331291,2331291,Isurus,W7M,2,0
2331292,2331292,DETONA,Imperial,2,1
2331301,2331301,AVANT,Paradox,19,16
2331308,2331308,Athletico,AVANT,11,16
2331309,2331309,Ground Zero,Chiefs,1,0
2331310,2331310,ENCE,Izako Boars,9,16
2331312,2331312,Winstrike,AVANGAR,2,1
2331313,2331313,pro100,AVANGAR,0,2
2331328,2331328,Mythic,Singularity,11,16
2331334,2331334,forZe,Chaos,0,2
2331335,2331335,Tricked,Heroic,1,2
2331342,2331342,HAVU,Copenhagen Flames,9,16
2331349,2331349,Virtus.pro,Chaos,19,17
2331356,2331356,PACT,SJ,16,11
2331359,2331359,Spirit,Valiance,6,16
2331362,2331362,Windigo,Chaos,2,0
2331369,2331369,Izako Boars,HAVU,13,16
2331371,2331371,Copenhagen Flames,SJ,1,2
2331376,2331376,Paradox,ORDER,16,12
2331380,2331380,Grayhound,Chiefs,16,4
2331384,2331384,Ground Zero,Paradox,11,16
2331385,2331385,SJ,PACT,0,2
2331386,2331386,Windigo,pro100,2,0
2331388,2331388,Chaos,Valiance,11,16
2331393,2331393,G2,Singularity,2,0
2331397,2331397,Denial,OpTic,0,2
2331398,2331398,Valiance,Denial,2,0
2331400,2331400,Valiance,OpTic,2,0
2331402,2331402,MIBR,AGO,2,0
2331414,2331414,fnatic,Windigo,1,1
2331415,2331415,Windigo,Movistar Riders,2,0
2331416,2331416,fnatic,Movistar Riders,1,1
2331436,2331436,DETONA,Isurus,1,0
2331439,2331439,W7M,Imperial,2,1
2331443,2331443,Chaos,Sprout,16,10
2331444,2331444,LDLC,Movistar Riders,17,19
2331445,2331445,Vitality,Valiance,12,16
2331448,2331448,Singularity,FURIA,15,19
2331454,2331454,FURIA,Luminosity,16,4
2331457,2331457,ENCE,Epsilon,0,1
2331458,2331458,Chaos,AGO,16,12
2331459,2331459,ENCE,LDLC,0,1
2331461,2331461,Valiance,ALTERNATE aTTaX,16,12
2331469,2331469,AGO,Nemiga,2,0
2331470,2331470,AVANGAR,Epsilon,2,0
2331471,2331471,Spirit,Sprout,1,2
2331472,2331472,Winstrike,Movistar Riders,1,2
2331473,2331473,Vitality,Chaos,2,1
2331474,2331474,Heroic,Windigo,1,2
2331478,2331478,3DMAX,SJ,16,7
2331481,2331481,Copenhagen Flames,Endpoint,1,2
2331490,2331490,Singularity,Mythic,2,1
2331491,2331491,Luminosity,Singularity,0,1
2331492,2331492,AVANGAR,Winstrike,2,1
2331495,2331495,Paradox,Ground Zero,16,8
2331496,2331496,Ground Zero,AVANT,12,16
2331499,2331499,Paradox,Athletico,8,16
2331500,2331500,Chiefs,AVANT,0,1
2331508,2331508,Windigo,Winstrike,0,2
2331510,2331510,ALTERNATE aTTaX,AGO,16,11
2331513,2331513,AVANGAR,Vitality,2,1
2331514,2331514,Chaos,Epsilon,1,2
2331515,2331515,Valiance,Windigo,2,1
2331518,2331518,forZe,Movistar Riders,2,0
2331520,2331520,AGO,Sprout,2,0
2331521,2331521,Spirit,Nemiga,0,2
2331523,2331523,paiN,W7M,1,2
2331527,2331527,FURIA,TeamOne,2,0
2331543,2331543,SJ,Tricked,16,13
2331548,2331548,Epsilon,forZe,11,16
2331549,2331549,Vitality,Movistar Riders,16,9
2331552,2331552,Sprout,Windigo,2,0
2331553,2331553,Valiance,AVANGAR,2,0
2331554,2331554,Heroic,Spirit,2,1
2331555,2331555,Epsilon,Movistar Riders,2,0
2331557,2331557,forZe,AGO,2,0
2331558,2331558,Nemiga,Vitality,1,2
2331559,2331559,Chaos,Winstrike,2,0
2331561,2331561,AVANGAR,Sprout,2,1
2331562,2331562,AGO,Vitality,1,2
2331564,2331564,Windigo,Nemiga,2,0
2331566,2331566,Movistar Riders,Chaos,2,0
2331569,2331569,Denial,INTZ,0,2
2331570,2331570,Singularity,FURIA,2,1
2331576,2331576,Denial,TeamOne,2,1
2331583,2331583,FaZe,NIP,7,16
2331584,2331584,MIBR,ENCE,9,16
2331585,2331585,Astralis,Liquid,16,13
2331586,2331586,Astralis,ENCE,16,14
2331587,2331587,FaZe,MIBR,16,11
2331588,2331588,NIP,Liquid,3,16
2331589,2331589,ENCE,NIP,16,7
2331590,2331590,Liquid,FaZe,16,8
2331591,2331591,Astralis,MIBR,16,10
2331592,2331592,MIBR,Liquid,2,16
2331593,2331593,ENCE,FaZe,16,9
2331594,2331594,Astralis,NIP,16,12
2331595,2331595,ENCE,Liquid,15,15
2331596,2331596,MIBR,NIP,13,16
2331597,2331597,Astralis,FaZe,16,13
2331598,2331598,ENCE,MIBR,1,0
2331599,2331599,Astralis,Liquid,2,1
2331606,2331606,LDLC,Spirit,4,16
2331608,2331608,AGO,Heroic,1,2
2331609,2331609,Windigo,Movistar Riders,0,2
2331631,2331631,NIP,forZe,2,0
2331632,2331632,FaZe,Virtus.pro,2,1
2331633,2331633,North,AVANGAR,1,2
2331634,2331634,Liquid,Rogue,1,2
2331635,2331635,Luminosity,INTZ,2,1
2331636,2331636,Complexity,eUnited,2,1
2331639,2331639,Astralis,LDLC,2,0
2331647,2331647,FURIA,TeamOne,19,15
2331659,2331659,Valiance,Singularity,2,0
2331665,2331665,OpTic,fnatic,0,2
2331666,2331666,Valiance,AGO,1,2
2331667,2331667,Windigo,MIBR,2,1
2331669,2331669,fnatic,AGO,1,2
2331670,2331670,Windigo,G2,2,0
2331671,2331671,fnatic,G2,0,2
2331672,2331672,AGO,Windigo,1,2
2331687,2331687,ENCE,forZe,6,16
2331688,2331688,Spirit,ALTERNATE aTTaX,12,16
2331690,2331690,Spirit,Chaos,16,14
2331691,2331691,INTZ,TeamOne,2,1
2331693,2331693,eUnited,Swole Patrol,2,0
2331694,2331694,eUnited,INTZ,2,1
2331699,2331699,Athletico,Paradox,0,1
2331703,2331703,Virtus.pro,Spirit,4,16
2331704,2331704,ALTERNATE aTTaX,Epsilon,7,16
2331706,2331706,Chaos,ENCE,6,16
2331708,2331708,ALTERNATE aTTaX,Vitality,11,16
2331711,2331711,Astralis,AVANGAR,2,0
2331713,2331713,NIP,FaZe,2,1
2331718,2331718,Chiefs,Paradox,2,0
2331719,2331719,AVANT,Ground Zero,2,1
2331721,2331721,FURIA,Mythic,16,7
2331722,2331722,Mythic,TeamOne,16,9
2331725,2331725,Luminosity,TeamOne,16,12
2331728,2331728,Rogue,Luminosity,2,0
2331729,2331729,Complexity,NRG,2,0
2331735,2331735,Vitality,Epsilon,16,10
2331737,2331737,ENCE,ALTERNATE aTTaX,16,7
2331738,2331738,Spirit,Vitality,5,16
2331739,2331739,LDLC,Epsilon,7,16
2331740,2331740,Sprout,Vitality,3,16
2331742,2331742,ENCE,Virtus.pro,16,7
2331744,2331744,ENCE,Spirit,16,6
2331745,2331745,Izako Boars,Chaos,6,16
2331749,2331749,LDLC,Vitality,3,16
2331750,2331750,Spirit,Izako Boars,16,11
2331751,2331751,forZe,Vitality,0,1
2331752,2331752,Izako Boars,LDLC,5,16
2331753,2331753,ENCE,Vitality,17,19
2331754,2331754,Astralis,NIP,2,0
2331755,2331755,DETONA,W7M,2,0
2331757,2331757,Grayhound,Paradox,16,6
2331758,2331758,Athletico,Grayhound,0,1
2331759,2331759,Vitality,Epsilon,2,1
2331762,2331762,Rogue,Complexity,2,1
2331768,2331768,DETONA,Sharks,2,1
2331770,2331770,paiN,DETONA,0,2
2331771,2331771,Sharks,paiN,2,1
2331772,2331772,DETONA,Sharks,3,1
2331777,2331777,North,Virtus.pro,2,1
2331778,2331778,AVANGAR,forZe,2,0
2331779,2331779,mousesports,fnatic,2,0
2331780,2331780,LDLC,Vitality,0,2
2331790,2331790,AVANT,Grayhound,0,2
2331791,2331791,Athletico,Ground Zero,2,0
2331799,2331799,eUnited,INTZ,1,2
2331800,2331800,FURIA,Luminosity,2,1
2331803,2331803,AVANGAR,Winstrike,2,1
2331804,2331804,North,AVANGAR,2,0
2331805,2331805,Vitality,mousesports,2,1
2331806,2331806,Spirit,Valiance,2,0
2331808,2331808,Movistar Riders,Sprout,2,1
2331809,2331809,forZe,ALTERNATE aTTaX,1,2
2331810,2331810,FURIA,TeamOne,2,1
2331814,2331814,NRG,INTZ,2,0
2331815,2331815,FURIA,Complexity,2,1
2331822,2331822,Nemiga,Izako Boars,2,1
2331825,2331825,Epsilon,Nemiga,2,0
2331826,2331826,North,Vitality,2,1
2331835,2331835,NRG,FURIA,2,1
2331836,2331836,DreamEaters,Syman,1,2
2331843,2331843,MVP PK,BOOT-d[S],0,2
2331846,2331846,forZe,Izako Boars,11,16
2331848,2331848,LDLC,Epsilon,9,16
2331850,2331850,SJ,Sprout,13,16
2331858,2331858,Denial,TeamOne,16,13
2331867,2331867,Swole Patrol,Luminosity,14,16
2331868,2331868,Denial,INTZ,16,8
2331890,2331890,Epsilon,Heroic,10,16
2331891,2331891,Chaos,Nemiga,28,26
2331901,2331901,Valiance,HellRaisers,2,1
2331902,2331902,BIG,Windigo,0,2
2331903,2331903,Heroic,G2,1,2
2331906,2331906,Imperial,DETONA,1,0
2331908,2331908,Ghost,Denial,0,2
2331909,2331909,Envy,eUnited,1,2
2331910,2331910,Complexity,Singularity,2,1
2331911,2331911,Luminosity,FURIA,1,2
2331912,2331912,5POWER,ViCi,0,2
2331938,2331938,ViCi,TYLOO,0,2
2331941,2331941,TYLOO,ViCi,2,3
2331942,2331942,AVANT,Athletico,0,2
2331950,2331950,Ground Zero,Grayhound,1,2
2331952,2331952,Paradox,ORDER,1,2
2331958,2331958,Windigo,G2,2,1
2331959,2331959,AVANGAR,Valiance,2,1
2331961,2331961,BIG,Heroic,2,0
2331964,2331964,AVANGAR,Windigo,0,2
2331965,2331965,Imperial,Isurus,1,2
2331966,2331966,G2,HellRaisers,2,0
2331967,2331967,W7M,Sharks,1,2
